ticker,name,sector,sub_industry,index,first_seen,last_seen_in_index,status,dropped_on,security_type
SPT,"Sprout Social, Inc - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SPTX,"Seaport Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SPXC,SPX Technologies,Industrials,Industrial Machinery & Supplies & Components,S&P 400,2026-09-04,2026-09-25,active,,operating
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,,,NYSE,2026-09-04,2026-09-25,active,,cef
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SQM,Sociedad Quimica y Minera S.A. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
SR,Spire,Utilities,Gas Utilities,S&P 400,2026-09-04,2026-09-25,active,,operating
SRAD,Sportradar Group AG - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRBK,"SR Bancorp, Inc. - Common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRCE,1st Source Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRE,Sempra,Utilities,Multi-Utilities,S&P 500,2026-09-04,2026-09-25,active,,operating
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,,,NYSE,2026-09-04,2026-09-25,active,,debt
SRFM,Surf Air Mobility Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
SRG,Seritage Growth Properties Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
SRI,"Stoneridge, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,,,NYSE,2026-09-04,2026-09-25,active,,debt
SRL,Scully Royalty Ltd.,,,NYSE,2026-09-04,2026-09-25,active,,operating
SRPT,Sarepta Therapeutics,Health Care,Biotechnology,S&P 600,2026-09-04,2026-09-25,active,,operating
SRRK,Scholar Rock Holding Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRTS,"Sensus Healthcare, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SRXH,SRX Global Inc. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
SRZN,"Surrozen, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SSB,South State Bank,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
SSBI,Summit State Bank - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSD,Simpson Manufacturing,Industrials,Building Products,S&P 400,2026-09-04,2026-09-25,active,,operating
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SSII,SS Innovations International Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSM,Sono Group N.V. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSMR,Sunshine Silver Mining & Refining Company Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSP,E.W. Scripps Company (The) - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSRM,SSR Mining Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SST,"System1, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SSTI,"SoundThinking, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SSTK,"Shutterstock, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SSYS,"Stratasys, Ltd. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ST,Sensata Technologies,Industrials,Electrical Components & Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
STAA,STAAR Surgical Company,Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
STAG,STAG Industrial,Real Estate,Industrial REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
STAK,STAK Inc. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STBA,"S&T Bancorp, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
STC,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
STDN,"Standard Nuclear, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
STE,Steris,Health Care,Health Care Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
STEM,"Stem, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
STEP,StepStone Group,Financials,Asset Management & Custody Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
STEW,"SRH Total Return Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
STEX,Streamex Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STGW,Stagwell Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STI,"Solidion Technology, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STIM,"Neuronetics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STK,Columbia Seligman Premium Technology Growth Fund Inc,,,NYSE,2026-09-04,2026-09-25,active,,cef
STKE,Sol Strategies Inc. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STKS,"The ONE Group Hospitality, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STLA,Stellantis N.V. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
STLD,Steel Dynamics,Materials,Steel,S&P 500,2026-09-04,2026-09-25,active,,operating
STLN,"Starling Oncology, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STM,STMicroelectronics N.V. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
STN,Stantec Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
STNE,StoneCo Ltd. - Class A Common Share,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STNG,Scorpio Tankers Inc. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
STOK,"Stoke Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STRA,"Strategic Education, Inc.",Consumer Discretionary,Education Services,S&P 600,2026-09-04,2026-09-25,active,,operating
STRL,Sterling Infrastructure,Industrials,Construction & Engineering,S&P 400,2026-09-04,2026-09-25,active,,operating
STRO,"Sutro Biopharma, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STRR,"Star Equity Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STRT,STRATTEC SECURITY CORPORATION - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STRW,"Strawberry Fields REIT, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
STRZ,Starz Entertainment Corp. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STT,State Street Corporation,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
STTK,"Shattuck Labs, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
STUB,"StubHub Holdings, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
STVN,Stevanato Group S.p.A. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
STWD,Starwood Property Trust,Financials,Mortgage REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,2026-09-04,2026-09-25,active,,operating
STXS,"Stereotaxis, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,S&P 500,2026-09-04,2026-09-25,active,,operating
SU,Suncor Energy  Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SUI,Sun Communities,Real Estate,Single-Family Residential REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
SUIG,Sui Group Holdings Limited - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SUJA,"Suja Life, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SUMA,SUMA Acquisition Corporation - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SUN,Sunoco LP Common Units representing limited partner interests,,,NYSE,2026-09-04,2026-09-25,active,,lp
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SUNC,"SunocoCorp LLC Common Units, representing limited liability company interests",,,NYSE,2026-09-04,2026-09-25,active,,lp
SUNE,"SUNation Energy, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,S&P 600,2026-09-04,2026-09-25,active,,operating
SUPX,SuperX AI Technology Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SVCO,"Silvaco Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SVIA,"Silvia, Inc. - Common Stock",,,Nasdaq,2026-09-22,2026-09-25,active,,operating
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
SVM,Silvercorp Metals Inc. Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
SVRA,"Savara, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SVV,"Savers Value Village, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,2026-09-04,2026-09-25,active,,operating
SWAG,"Stran & Company, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SWIM,"Latham Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,S&P 500,2026-09-04,2026-09-25,active,,operating
SWKS,Skyworks Solutions,Information Technology,Semiconductors,S&P 500,2026-09-04,2026-09-25,active,,operating
SWMR,"Swarmer, Inc - common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SWRD,Stewards Inc - Common Stock,,,Nasdaq,2026-09-10,2026-09-25,active,,operating
SWVL,Swvl Holdings Corp - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SWX,Southwest Gas Corp,Utilities,Gas Utilities,S&P 400,2026-09-04,2026-09-25,active,,operating
SWZ,Total Return Securities Fund Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
SXC,"SunCoke Energy, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
SXI,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
SXT,Sensient Technologies,Materials,Specialty Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SY,So-Young International Inc. - American Depository Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SYF,Synchrony Financial,Financials,Consumer Finance,S&P 500,2026-09-04,2026-09-25,active,,operating
SYK,Stryker Corporation,Health Care,Health Care Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
SYM,Symbotic Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SYNA,Synaptics,Information Technology,Semiconductors,S&P 400,2026-09-04,2026-09-25,active,,operating
SYNX,Silynxcom Ltd. Ordinary Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
SYPR,"Sypris Solutions, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SYRE,"Spyre Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
SYY,Sysco,Consumer Staples,Food Distributors,S&P 500,2026-09-04,2026-09-25,active,,operating
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
T,AT&T,Communication Services,Integrated Telecommunication Services,S&P 500,2026-09-04,2026-09-25,active,,operating
TAC,TransAlta Corporation Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TACO,Berto Acquisition Corp. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TACT,TransAct Technologies Incorporated - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Exploration & Production,S&P 600,2026-09-04,2026-09-25,active,,operating
TANH,Tantech Holdings Ltd. - Class A Common Shares,,,Nasdaq,2026-09-22,2026-09-25,active,,operating
TAOP,Taoping Inc. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TAOX,Tao Synergies Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Staples,Brewers,NYSE,2026-09-04,2026-09-25,active,,operating
TARA,"Protara Therapeutics, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TASK,"TaskUs, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TATT,TAT Technologies Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TAVI,Tavia Acquisition Corp. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TAYD,"Taylor Devices, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TBB,AT&T Inc. 5.350% Global Notes due 2066,,,NYSE,2026-09-04,2026-09-25,active,,debt
TBBB,BBB Foods Inc. Class A Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TBBK,"The Bancorp, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
TBCH,Turtle Beach Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TBI,"TrueBlue, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TBLA,Taboola.com Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,,,Nasdaq,2026-09-04,2026-09-25,active,,cef
TBN,Tamboran Resources Corporation Common stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-23,dropped,2026-09-23,operating
TCBI,Texas Capital Bancshares,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
TCBK,TriCo Bancshares - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TCBS,"Texas Community Bancshares, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TCBX,"Third Coast Bancshares, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TCGX,TCGX Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TCI,"Transcontinental Realty Investors, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TCMD,"Tactile Systems Technology, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,,,NYSE,2026-09-04,2026-09-25,active,,debt
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,,,Nasdaq,2026-09-04,2026-09-25,active,,bdc
TCX,Tucows Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TD,Toronto Dominion Bank (The) Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TDAY,"USA TODAY Co., Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TDC,Teradata,Information Technology,IT Consulting & Other Services,S&P 600,2026-09-04,2026-09-25,active,,operating
TDF,"Templeton Dragon Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
TDG,TransDigm Group,Industrials,Aerospace & Defense,S&P 500,2026-09-04,2026-09-25,active,,operating
TDIC,Dreamland Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TDOC,"Teladoc Health, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TDS,"Telephone and Data Systems, Inc.",Communication Services,Integrated Telecommunication Services,S&P 600,2026-09-04,2026-09-25,active,,operating
TDTH,Trident Digital Tech Holdings Ltd - Class B Ordinary Shares,,,Nasdaq,2026-09-23,2026-09-25,active,,operating
TDUP,ThredUp Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TDW,"Tidewater, Inc.",Energy,Oil & Gas Equipment & Services,S&P 600,2026-09-04,2026-09-25,active,,operating
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,S&P 500,2026-09-04,2026-09-25,active,,operating
TE,T1 Energy Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TEAM,Atlassian Corporation  - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,S&P 500,2026-09-04,2026-09-25,active,,operating
TECK,Teck Resources Ltd Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TECX,"Tectonic Therapeutic, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TEM,"Tempus AI, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TEN,Tsakos Energy Navigation Ltd Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TENB,"Tenable Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TENX,"Tenax Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TEO,Telecom Argentina SA,,,NYSE,2026-09-04,2026-09-25,active,,operating
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
TEVA,Teva Pharmaceutical Industries Limited Ordinary Shares,,,NYSE,2026-09-14,2026-09-25,active,,operating
TEX,Terex,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
TFC,Truist Financial,Financials,Diversified Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
TFII,TFI International Inc. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TFIN,"Triumph Bancorp, Inc.",Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
TFPM,Triple Flag Precious Metals Corp. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TFSL,TFS Financial Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TFX,Teleflex,Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
TG,Tredegar Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TGB,Trekor Metals Limited Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
TGE,The Generation Essentials Group Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
TGEN,Tecogen Inc. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
TGL,Treasure Global Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TGLS,Tecnoglass Holdings Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TGS,Transportadora de Gas del Sur SA TGS Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,2026-09-04,2026-09-25,active,,operating
TGTX,"TG Therapeutics, Inc.",Health Care,Biotechnology,S&P 600,2026-09-04,2026-09-25,active,,operating
TH,Target Hospitality Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
THC,Tenet Health,Health Care,Health Care Facilities,S&P 400,2026-09-04,2026-09-25,active,,operating
THCH,TH International Limited - Ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
THEO,BOA Acquisition Corp. II - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
THFF,First Financial Corporation  - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
THG,Hanover Insurance,Financials,Property & Casualty Insurance,S&P 400,2026-09-04,2026-09-25,active,,operating
THH,TryHard Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",,,NYSE American,2026-09-04,2026-09-25,active,,operating
THO,Thor Industries,Consumer Discretionary,Leisure Products,S&P 400,2026-09-04,2026-09-25,active,,operating
THRM,Gentherm Incorporated,Consumer Discretionary,Automotive Parts & Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
THRY,"Thryv Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TIC,"TIC Solutions, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TIGO,Millicom International Cellular S.A. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TII,Titan Mining Corporation Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
TIL,"Instil Bio, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TILE,"Interface, Inc.",Industrials,Office Services & Supplies,S&P 600,2026-09-04,2026-09-25,active,,operating
TIPT,Tiptree Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TISI,"Team, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TITN,Titan Machinery Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TJGC,TJGC Group Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,S&P 500,2026-09-04,2026-09-25,active,,operating
TK,Teekay Corporation Ltd. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TKNO,"Alpha Teknova, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,S&P 500,2026-09-04,2026-09-25,active,,operating
TKR,Timken,Industrials,Industrial Machinery & Supplies & Components,S&P 400,2026-09-04,2026-09-25,active,,operating
TLAC,Three Lions Acquisition Corp. - Ordinary Shares,,,Nasdaq,2026-09-17,2026-09-25,active,,spac
TLF,"Tandy Leather Factory, Inc. - common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLIH,Ten-League International Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLK,"PT Telekomunikasi Indonesia, Tbk",,,NYSE,2026-09-04,2026-09-25,active,,operating
TLN,Talen Energy,Utilities,Independent Power Producers & Energy Traders,S&P 400,2026-09-04,2026-09-25,active,,operating
TLNC,Talon Capital Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
TLPH,"Talphera, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLRY,"Tilray Brands, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLS,Telos Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLSA,Tiziana Life Sciences Ltd - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TLYS,"Tilly's, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
TM,Toyota Motor Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
TMC,TMC the metals company Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TMCI,"Treace Medical Concepts, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TMCR,The Metals Royalty Company Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
TMDE,TMD Energy Limited Ordinary Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
TMDX,"TransMedics Group, Inc.",Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,S&P 500,2026-09-04,2026-09-25,active,,operating
TMP,Tompkins Financial Corporation,Financials,Regional Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
TMQ,Trilogy Metals Inc. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
